data,canal_marketing,investimento_marketing,roi_marketing,volume_vendas,ticket_medio,clientes_recorrentes,churn_rate,nps,custo_operacional,faturamento,inadimplencia
2024-11-30,Google Ads,45128.36,1.34,257,191.93,155,0.0847,44,16970.23,49326.01,0.1574
2024-12-01,Facebook Ads,11152.62,1.61,3409,122.62,1654,0.0833,85,90395.09,418011.58,0.0406
2024-12-02,Google Ads,44275.58,3.71,1426,106.18,241,0.059,37,73441.34,151412.68,0.161
2024-12-03,Outdoor,28190.57,1.97,2817,92.42,1052,0.0875,53,113840.97,260347.14,0.1509
2024-12-04,Google Ads,41510.16,0.71,2768,124.81,1351,0.0714,35,148129.3,345474.08,0.1812
2024-12-05,WhatsApp,35785.88,6.54,2668,190.18,1617,0.076,66,22332.43,507400.24,0.081
2024-12-06,Outdoor,34986.41,0.65,3492,72.47,2272,0.1145,78,44501.64,253065.24,0.0435
2024-12-07,WhatsApp,16555.12,6.73,2206,112.97,1843,0.0813,10,103955.85,249211.82,0.1541
2024-12-08,Instagram,12077.9,1.58,4899,186.74,684,0.0519,97,39410.24,914839.26,0.1218
2024-12-09,Outdoor,10938.87,7.81,747,102.37,134,0.0893,26,9371.39,76470.39,0.1454
2024-12-10,Rádio,42930.99,5.03,3422,165.21,2061,0.0979,86,20921.96,565348.62,0.1994
2024-12-11,Google Ads,41111.13,6.01,3038,108.39,777,0.101,16,67875.9,329288.82,0.047
2024-12-12,Facebook Ads,22308.39,1.33,2583,170.74,1110,0.0947,86,67463.77,441021.42,0.0881
2024-12-13,TV,7054.03,6.97,4341,197.15,1737,0.1014,97,145984.18,855828.15,0.0466
2024-12-14,Google Ads,19421.49,6.79,3006,108.17,1649,0.05,84,72562.75,325159.02,0.1735
2024-12-15,Google Ads,31157.5,5.4,3125,176.76,119,0.0697,32,103319.82,552375.0,0.0132
2024-12-16,Instagram,22992.96,4.27,1475,198.26,203,0.102,4,76369.15,292433.5,0.0357
2024-12-17,Rádio,39119.37,5.91,1923,197.57,1511,0.1144,80,44138.18,379927.11,0.0571
2024-12-18,TV,49882.33,0.54,344,115.07,2862,0.068,61,20290.4,39584.08,0.1566
2024-12-19,Outdoor,9961.04,4.94,2448,122.86,2368,0.058,64,129565.73,300761.28,0.1294
2024-12-20,Outdoor,23252.72,6.86,967,95.51,2638,0.1088,70,27136.09,92358.17,0.0838
2024-12-21,Outdoor,21833.7,3.18,2961,97.1,2069,0.0372,66,19049.57,287513.1,0.0402
2024-12-22,WhatsApp,15572.38,1.31,579,123.87,1147,0.0064,89,36005.15,71720.73,0.0711
2024-12-23,WhatsApp,10305.73,3.66,2562,80.08,620,0.0733,79,5360.85,205164.96,0.1512
2024-12-24,Facebook Ads,3751.76,5.95,2035,156.67,198,0.0301,79,15434.95,318823.45,0.0826
2024-12-25,TV,44412.41,1.3,3473,130.45,2107,0.0599,43,97103.53,453052.85,0.0979
2024-12-26,Outdoor,21282.51,2.05,3121,184.71,2741,0.0472,13,40314.4,576479.91,0.1256
2024-12-27,WhatsApp,25096.33,1.61,3292,171.59,2159,0.1177,89,54084.25,564874.28,0.1834
2024-12-28,Facebook Ads,45888.63,6.48,187,98.37,1461,0.0531,90,126118.46,18395.19,0.0575
2024-12-29,Rádio,38926.38,0.97,1340,125.87,1968,0.0979,56,117070.44,168665.8,0.0951
2024-12-30,Facebook Ads,6959.81,5.65,672,162.58,823,0.1027,47,76375.97,109253.76,0.069
2024-12-31,WhatsApp,28488.29,3.25,913,78.98,1803,0.0712,16,93881.62,72108.74,0.0986
2025-01-01,Instagram,22391.49,6.17,278,54.74,1921,0.0168,43,17442.64,15217.72,0.1423
2025-01-02,Instagram,39961.95,7.73,1825,177.85,2625,0.1066,3,115431.23,324576.25,0.1016
2025-01-03,Outdoor,36349.51,1.36,262,70.63,1623,0.0159,80,79847.76,18505.06,0.1686
2025-01-04,Instagram,34675.08,2.86,2740,183.41,1762,0.0194,96,87787.62,502543.4,0.1151
2025-01-05,Outdoor,17356.97,6.58,1105,187.04,2542,0.0334,29,101501.41,206679.2,0.0833
2025-01-06,Outdoor,40345.7,2.5,2448,119.11,1394,0.0457,84,77525.42,291581.28,0.1586
2025-01-07,WhatsApp,3093.37,2.11,2521,171.02,1156,0.1277,80,80645.43,431141.42,0.092
2025-01-08,Instagram,8401.43,6.69,2855,104.48,66,0.1029,74,77447.16,298290.4,0.108
2025-01-09,Outdoor,17113.35,7.9,4398,178.74,2466,0.0611,54,77038.53,786098.52,0.199
2025-01-10,TV,4301.97,4.68,4242,173.7,1741,0.1469,29,113779.77,736835.4,0.1594
2025-01-11,Rádio,12132.22,2.59,4658,61.78,2781,0.0403,17,66945.24,287771.24,0.1725
2025-01-12,Facebook Ads,41592.47,3.49,3841,137.39,632,0.0934,83,5419.53,527714.99,0.1226
2025-01-13,Facebook Ads,47438.45,1.78,4603,146.0,304,0.1278,97,93749.16,672038.0,0.0762
2025-01-14,WhatsApp,15577.82,6.21,1317,50.13,2553,0.1213,91,143136.06,66021.21,0.1983
2025-01-15,Instagram,13593.53,6.3,2574,196.99,2740,0.0181,72,42259.18,507052.26,0.0564
2025-01-16,Instagram,14354.69,7.06,1029,110.99,610,0.1061,43,123348.03,114208.71,0.1758
2025-01-17,Outdoor,14247.09,0.7,416,127.6,2630,0.0424,61,71046.08,53081.6,0.1831
2025-01-18,Google Ads,2278.54,4.71,1602,79.22,1465,0.0566,30,98232.4,126910.44,0.1653
2025-01-19,Outdoor,46382.36,2.11,520,141.64,369,0.0759,15,134176.69,73652.8,0.0317
2025-01-20,Rádio,11078.06,3.06,4458,171.59,269,0.1197,94,116796.97,764948.22,0.1723
2025-01-21,TV,21290.2,6.39,1549,137.88,748,0.0291,92,133263.14,213576.12,0.1361
2025-01-22,Facebook Ads,979.5,1.94,527,168.21,1487,0.0207,76,6380.4,88646.67,0.1394
2025-01-23,Outdoor,42968.78,5.29,496,159.67,81,0.0272,22,32160.67,79196.32,0.1594
2025-01-24,Google Ads,36692.29,5.41,895,85.65,764,0.0366,13,66406.69,76656.75,0.1032
2025-01-25,Google Ads,47364.42,7.66,206,115.37,2851,0.0136,1,127937.06,23766.22,0.0608
2025-01-26,Outdoor,39189.97,6.31,4149,72.29,1089,0.1393,11,126566.83,299931.21,0.1192
2025-01-27,WhatsApp,16028.47,6.53,197,56.29,458,0.0513,57,31845.35,11089.13,0.0306
2025-01-28,Facebook Ads,12769.73,4.49,2003,59.46,2925,0.0307,91,25625.15,119098.38,0.1382
2025-01-29,WhatsApp,35036.96,1.9,3670,191.37,2270,0.0975,95,126031.85,702327.9,0.1018
2025-01-30,TV,18523.58,3.69,3401,197.68,985,0.1191,55,83507.97,672309.68,0.1054
2025-01-31,Google Ads,28527.64,4.62,142,64.25,1177,0.1142,23,95881.61,9123.5,0.0453
2025-02-01,Google Ads,809.74,5.59,1677,100.28,1390,0.1092,36,122334.88,168169.56,0.0178
2025-02-02,Rádio,3563.34,5.06,4290,67.16,756,0.0123,28,35703.24,288116.4,0.1261
2025-02-03,TV,27000.71,3.45,4383,175.13,832,0.1184,41,24790.3,767594.79,0.1352
2025-02-04,Google Ads,28520.55,2.49,484,124.44,1254,0.0778,17,129561.42,60228.96,0.1047
2025-02-05,TV,37696.92,1.76,3571,143.19,2229,0.0991,2,21207.25,511331.49,0.1555
2025-02-06,Facebook Ads,7032.28,5.7,3677,130.99,2760,0.1437,76,17786.22,481650.23,0.1171
2025-02-07,Instagram,25902.56,5.34,3338,156.54,1228,0.1225,12,45175.9,522530.52,0.1712
2025-02-08,Google Ads,10125.16,5.66,1796,97.87,2456,0.1247,28,50943.08,175774.52,0.0647
2025-02-09,Rádio,5113.21,3.29,2234,70.62,1308,0.0313,65,39964.63,157765.08,0.0562
2025-02-10,Facebook Ads,20819.54,2.47,3992,52.64,2857,0.0741,58,112535.37,210138.88,0.0596
2025-02-11,Outdoor,8585.16,6.2,2636,116.85,214,0.1427,91,146136.35,308016.6,0.0158
2025-02-12,TV,11478.21,6.3,4421,186.18,2814,0.0895,47,33940.74,823101.78,0.1811
2025-02-13,Outdoor,16218.95,3.92,2492,95.79,2524,0.0199,3,118368.57,238708.68,0.1998
2025-02-14,WhatsApp,13339.73,5.09,4713,79.39,2774,0.1111,50,11415.12,374165.07,0.1651
2025-02-15,Facebook Ads,4835.77,3.3,3915,188.91,2585,0.0112,4,22240.89,739582.65,0.0884
2025-02-16,Outdoor,4950.85,5.76,395,65.82,262,0.1126,38,79692.03,25998.9,0.0772
2025-02-17,Google Ads,10065.85,6.77,513,57.77,1998,0.1326,40,149943.29,29636.01,0.1572
2025-02-18,TV,3002.68,5.66,2095,181.91,815,0.0667,4,142658.02,381101.45,0.1069
2025-02-19,Instagram,31509.62,4.34,103,155.14,2254,0.065,7,21231.73,15979.42,0.1885
2025-02-20,Facebook Ads,14722.67,3.94,277,113.31,2532,0.0491,97,39754.6,31386.87,0.0631
2025-02-21,Google Ads,14347.43,5.32,845,162.85,1251,0.1322,55,142139.82,137608.25,0.0715
2025-02-22,Rádio,16933.92,5.6,4454,161.22,1869,0.0844,24,26854.97,718073.88,0.1998
2025-02-23,WhatsApp,33308.42,4.69,751,56.01,2939,0.089,90,112704.4,42063.51,0.1959
2025-02-24,TV,43596.38,5.19,3989,151.44,694,0.1009,51,5160.66,604094.16,0.1782
2025-02-25,Facebook Ads,38074.8,1.22,3371,146.13,1710,0.0485,51,96598.25,492604.23,0.0869
2025-02-26,Facebook Ads,36512.7,7.64,2582,194.57,2409,0.0678,6,76717.06,502379.74,0.1691
2025-02-27,Instagram,24477.36,6.43,389,194.99,1905,0.1125,60,73298.67,75851.11,0.0638
2025-02-28,Instagram,34843.38,3.3,902,106.67,176,0.1479,99,125232.8,96216.34,0.0584
2025-03-01,Rádio,27861.74,4.72,2630,138.48,426,0.01,95,16706.48,364202.4,0.1138
2025-03-02,WhatsApp,11204.4,0.85,333,71.2,274,0.0112,84,59713.16,23709.6,0.1734
2025-03-03,Rádio,10825.12,0.81,507,59.97,546,0.0671,46,69675.59,30404.79,0.0285
2025-03-04,Google Ads,15171.4,2.38,793,114.92,2066,0.1006,81,22969.35,91131.56,0.1174
2025-03-05,Google Ads,45584.73,5.67,1269,153.48,522,0.061,65,17421.65,194766.12,0.1259
2025-03-06,Rádio,27597.03,6.89,4757,135.16,1938,0.1499,58,31044.07,642956.12,0.1202
2025-03-07,WhatsApp,36828.32,4.69,2577,114.45,1210,0.0333,4,39951.92,294937.65,0.0515
2025-03-08,Rádio,17654.66,4.49,531,172.72,2572,0.0061,43,145078.78,91714.32,0.0222
2025-03-09,WhatsApp,20681.93,3.52,2644,169.16,266,0.0326,41,73963.99,447259.04,0.18
2025-03-10,WhatsApp,6715.5,1.71,1082,159.79,245,0.1336,60,78991.91,172892.78,0.1192
2025-03-11,Outdoor,8979.1,1.39,3260,61.55,2298,0.026,62,107514.74,200653.0,0.1559
2025-03-12,TV,41454.15,6.21,3144,169.47,415,0.0745,49,104218.69,532813.68,0.0792
2025-03-13,WhatsApp,29449.51,7.46,4024,187.91,2816,0.0658,37,77902.72,756149.84,0.0181
2025-03-14,Instagram,17207.86,3.94,3412,58.92,1601,0.1015,91,54276.57,201035.04,0.0593
2025-03-15,WhatsApp,40241.13,5.45,4973,110.25,2497,0.0129,94,53002.5,548273.25,0.0239
2025-03-16,WhatsApp,12702.74,7.36,4418,198.25,1598,0.1005,53,13368.06,875868.5,0.0249
2025-03-17,WhatsApp,48813.62,1.18,1788,139.89,2687,0.0564,43,135446.37,250123.32,0.0507
2025-03-18,Outdoor,17568.47,6.28,567,127.04,263,0.1393,23,116562.21,72031.68,0.1304
2025-03-19,Outdoor,17196.89,5.13,2716,76.62,2438,0.1281,62,95384.77,208099.92,0.1654
2025-03-20,Google Ads,15939.64,4.99,1445,134.82,168,0.0629,96,62431.85,194814.9,0.1661
2025-03-21,Outdoor,6544.52,2.69,2522,115.86,1766,0.149,38,89457.53,292198.92,0.1882
2025-03-22,Instagram,6001.29,5.63,4607,69.12,2933,0.0125,11,75338.02,318435.84,0.1347
2025-03-23,Instagram,32581.2,6.46,4821,119.65,891,0.1194,62,44720.57,576832.65,0.0138
2025-03-24,Outdoor,43818.34,1.35,1111,74.66,2964,0.0679,8,48293.05,82947.26,0.0817
2025-03-25,Rádio,39630.77,4.5,1777,159.6,1722,0.0678,78,131799.56,283609.2,0.0312
2025-03-26,TV,7484.83,1.26,3797,196.05,1252,0.0297,86,97061.67,744401.85,0.1577
2025-03-27,Outdoor,27506.32,7.04,4997,120.44,1505,0.0797,21,5206.26,601838.68,0.0327
2025-03-28,WhatsApp,5726.78,4.31,4166,144.86,1793,0.0173,35,52396.41,603486.76,0.0301
2025-03-29,Facebook Ads,2742.08,6.56,1992,114.65,994,0.0944,73,54292.09,228382.8,0.0154
2025-03-30,TV,32991.1,3.26,2969,70.77,2499,0.04,27,107418.66,210116.13,0.1915
2025-03-31,TV,26990.04,1.44,4450,195.58,2980,0.1101,55,106565.73,870331.0,0.1593
2025-04-01,Instagram,4560.17,0.81,1586,69.44,615,0.0931,98,72302.45,110131.84,0.0733
2025-04-02,TV,2229.49,2.61,3439,66.74,2521,0.1132,28,142892.01,229518.86,0.0815
2025-04-03,Outdoor,49492.94,2.33,1516,118.88,167,0.1137,4,131473.23,180222.08,0.0213
2025-04-04,WhatsApp,1986.06,4.7,4957,148.83,417,0.0335,3,130600.55,737750.31,0.04
2025-04-05,WhatsApp,22504.15,0.66,2946,103.24,1179,0.0051,50,55498.5,304145.04,0.0692
2025-04-06,Google Ads,25478.64,4.4,1457,78.88,2727,0.058,14,67494.97,114928.16,0.0837
2025-04-07,WhatsApp,6305.37,3.44,4160,172.84,1967,0.1383,93,65749.48,719014.4,0.1278
2025-04-08,WhatsApp,8868.56,4.83,4760,104.47,2245,0.0888,59,68838.7,497277.2,0.0766
2025-04-09,Instagram,17914.35,5.77,1491,79.15,1939,0.1105,25,133935.57,118012.65,0.1914
2025-04-10,WhatsApp,38202.96,5.26,1678,104.76,2247,0.1325,22,41122.5,175787.28,0.0751
2025-04-11,Google Ads,25600.58,7.88,3849,82.18,865,0.1364,28,121318.29,316310.82,0.1889
2025-04-12,Facebook Ads,32076.14,1.54,3725,127.92,2353,0.0817,85,79535.8,476502.0,0.1487
2025-04-13,Outdoor,49266.14,3.72,2603,150.24,2179,0.0834,98,41117.21,391074.72,0.181
2025-04-14,Instagram,38516.27,3.69,3237,169.93,2113,0.1284,56,81457.6,550063.41,0.1436
2025-04-15,Facebook Ads,22000.89,3.63,3009,84.13,950,0.1221,61,33339.03,253147.17,0.118
2025-04-16,Instagram,22598.88,5.48,2764,75.04,242,0.1063,58,20686.0,207410.56,0.1067
2025-04-17,Rádio,31129.22,4.17,499,52.94,2820,0.0926,47,126535.73,26417.06,0.0654
2025-04-18,TV,33435.58,4.38,4482,84.21,1147,0.0945,81,106401.69,377429.22,0.0667
2025-04-19,Rádio,25285.19,3.74,4057,53.59,1134,0.0576,34,34721.95,217414.63,0.0524
2025-04-20,WhatsApp,32420.63,7.94,2333,101.82,1000,0.1269,45,141632.74,237546.06,0.0833
2025-04-21,Facebook Ads,1664.86,7.46,1639,71.85,2633,0.0946,32,8537.76,117762.15,0.0341
2025-04-22,WhatsApp,21766.33,2.81,336,136.98,2440,0.0374,70,53325.63,46025.28,0.0836
2025-04-23,TV,14307.43,1.34,1027,107.56,2492,0.0398,97,8139.69,110464.12,0.1684
2025-04-24,Instagram,6894.14,6.8,4609,64.04,992,0.1299,9,25633.15,295160.36,0.1754
2025-04-25,TV,5427.55,7.98,519,109.98,307,0.0957,87,31111.51,57079.62,0.1321
2025-04-26,Google Ads,30358.01,2.69,4224,81.4,1271,0.0628,88,122498.56,343833.6,0.0588
2025-04-27,TV,26418.23,3.18,2495,152.03,2150,0.0321,47,148990.75,379314.85,0.0557
2025-04-28,Google Ads,13052.41,7.56,760,104.67,700,0.0935,43,130761.44,79549.2,0.0628
2025-04-29,TV,23812.03,5.83,2723,72.05,2368,0.0317,90,97094.28,196192.15,0.105
2025-04-30,Outdoor,24865.5,2.72,4050,102.44,2298,0.0732,69,109823.9,414882.0,0.1955
2025-05-01,Google Ads,10152.94,4.86,549,83.66,445,0.1032,62,80809.04,45929.34,0.0307
2025-05-02,Facebook Ads,32778.61,7.58,479,169.37,2475,0.087,48,66268.82,81128.23,0.1051
2025-05-03,WhatsApp,39155.51,6.59,1350,197.51,1964,0.1387,71,105364.49,266638.5,0.1396
2025-05-04,WhatsApp,39677.45,6.06,2559,53.82,2773,0.0108,84,146101.92,137725.38,0.0567
2025-05-05,Rádio,30322.26,6.03,3098,153.5,2632,0.0456,40,9189.64,475543.0,0.1941
2025-05-06,WhatsApp,25826.11,1.84,4551,89.59,972,0.0133,82,50542.32,407724.09,0.0763
2025-05-07,Instagram,3519.85,6.69,2401,59.96,447,0.0332,97,52858.67,143963.96,0.1871
2025-05-08,Outdoor,14747.65,2.57,826,52.15,1255,0.023,38,65066.37,43075.9,0.1235
2025-05-09,TV,5116.94,7.48,1567,182.15,2964,0.1112,22,95899.36,285429.05,0.0108
2025-05-10,Rádio,48209.25,3.23,2828,103.04,1356,0.0586,12,79494.21,291397.12,0.0691
2025-05-11,Instagram,7186.47,6.93,3252,199.18,610,0.1391,52,7715.71,647733.36,0.0141
2025-05-12,Instagram,8012.88,2.5,3620,116.36,239,0.0084,91,64683.39,421223.2,0.0825
2025-05-13,Google Ads,44534.04,4.36,3454,78.14,254,0.0997,69,94820.06,269895.56,0.1872
2025-05-14,WhatsApp,47224.45,1.3,515,166.57,93,0.1457,56,78199.59,85783.55,0.158
2025-05-15,Facebook Ads,38408.54,5.45,699,188.97,1053,0.0305,75,131448.97,132090.03,0.1278
2025-05-16,Facebook Ads,767.54,6.77,3174,172.34,2737,0.0692,66,62796.37,547007.16,0.1123
2025-05-17,Rádio,566.64,5.89,4274,161.78,2798,0.1068,47,6821.01,691447.72,0.0808
2025-05-18,Outdoor,19215.99,4.42,1667,100.2,1755,0.0968,19,46310.29,167033.4,0.0502
2025-05-19,Facebook Ads,7598.07,0.84,1194,59.67,1352,0.0871,61,24672.53,71245.98,0.0219
2025-05-20,TV,1410.11,7.5,3043,80.19,762,0.0524,44,41283.4,244018.17,0.0461
2025-05-21,Facebook Ads,23471.3,5.79,4253,117.02,2734,0.1106,62,57502.76,497686.06,0.0768
2025-05-22,Rádio,47181.56,6.09,1547,193.43,2901,0.0997,7,103115.07,299236.21,0.1088
2025-05-23,Facebook Ads,16529.07,6.46,1592,158.43,360,0.0286,25,52004.65,252220.56,0.0488
2025-05-24,TV,33226.46,6.11,2771,174.24,927,0.1448,37,133195.83,482819.04,0.1951
2025-05-25,Google Ads,32785.65,3.81,1558,91.59,906,0.0856,91,48437.35,142697.22,0.0246
2025-05-26,Outdoor,12928.47,6.0,1308,152.57,2371,0.0812,98,24855.34,199561.56,0.028
2025-05-27,Rádio,32696.05,5.19,2312,179.37,1605,0.128,40,29485.49,414703.44,0.1397
2025-05-28,Google Ads,11010.53,6.91,1454,121.91,580,0.0979,1,140514.08,177257.14,0.1535
2025-05-29,Google Ads,6539.37,6.52,312,114.48,66,0.0158,6,70948.1,35717.76,0.1948
2025-05-30,Google Ads,35218.47,0.81,3994,157.91,2815,0.0785,24,63453.28,630692.54,0.1108
2025-05-31,Instagram,6115.32,3.34,4702,133.99,519,0.1182,50,14990.63,630020.98,0.0415
2025-06-01,Outdoor,49847.01,0.76,3063,198.98,860,0.1065,49,111331.55,609475.74,0.1882
2025-06-02,WhatsApp,9580.89,1.27,2948,113.77,1377,0.1458,95,105724.62,335393.96,0.1962
2025-06-03,Outdoor,29910.02,5.01,3142,76.39,604,0.0086,63,59482.38,240017.38,0.1855
2025-06-04,Instagram,20863.04,7.05,3134,120.79,2190,0.0429,11,105305.71,378555.86,0.1756
2025-06-05,WhatsApp,6756.13,1.4,1832,85.28,931,0.0846,52,58280.51,156232.96,0.0247
2025-06-06,Outdoor,1878.27,3.88,3181,134.19,2675,0.0948,74,15607.91,426858.39,0.1724
2025-06-07,Google Ads,31325.25,7.33,1370,68.87,2728,0.0448,9,112024.41,94351.9,0.1911
2025-06-08,Rádio,40434.5,6.61,4968,192.5,870,0.1249,60,144954.19,956340.0,0.1149
2025-06-09,WhatsApp,42179.78,4.4,1629,178.97,633,0.0288,54,99002.13,291542.13,0.1568
2025-06-10,TV,24394.32,6.29,1181,73.33,895,0.0051,98,45086.88,86602.73,0.1356
2025-06-11,TV,38984.05,4.42,3631,75.86,2046,0.1431,67,44138.44,275447.66,0.0647
2025-06-12,Facebook Ads,33805.93,1.69,1251,126.87,891,0.0618,41,139701.75,158714.37,0.1216
2025-06-13,WhatsApp,36350.6,1.44,1822,165.93,2425,0.1438,65,48977.09,302324.46,0.179
2025-06-14,Rádio,24883.65,1.91,816,82.86,1854,0.0453,43,116387.87,67613.76,0.1043
2025-06-15,Instagram,31853.88,3.13,4299,59.15,779,0.0142,27,98222.67,254285.85,0.1221
2025-06-16,Google Ads,40373.53,7.48,2290,131.83,303,0.117,77,90927.26,301890.7,0.111
2025-06-17,Facebook Ads,20195.27,6.5,304,153.74,1513,0.1262,57,31255.86,46736.96,0.0637
2025-06-18,TV,40395.96,3.75,3929,86.65,2668,0.0764,92,9989.6,340447.85,0.1323
2025-06-19,Instagram,29804.83,4.2,3209,160.97,2641,0.0157,1,75858.18,516552.73,0.1068
2025-06-20,Instagram,8712.1,2.49,4194,192.6,900,0.0998,54,148283.0,807764.4,0.0542
2025-06-21,Google Ads,1721.87,5.78,1432,70.56,2217,0.0314,33,33385.19,101041.92,0.1801
2025-06-22,WhatsApp,18456.3,6.52,2148,126.65,871,0.1282,96,82846.45,272044.2,0.1905
2025-06-23,TV,27561.47,2.29,1949,58.53,2611,0.0447,19,102292.0,114074.97,0.0205
2025-06-24,Rádio,42071.11,0.81,4942,81.0,1622,0.1279,46,75133.27,400302.0,0.1282
2025-06-25,Instagram,6810.54,5.18,1337,63.47,1028,0.0669,93,78505.4,84859.39,0.0889
2025-06-26,Google Ads,40110.21,4.72,2118,110.6,2194,0.0915,25,100877.99,234250.8,0.1099
2025-06-27,Rádio,43218.95,3.52,617,173.12,920,0.1195,83,123161.3,106815.04,0.081
2025-06-28,WhatsApp,7959.03,5.33,1538,136.57,1443,0.0109,0,53326.7,210044.66,0.1001
2025-06-29,TV,42653.92,4.63,4186,83.39,306,0.1241,64,135394.91,349070.54,0.0715
2025-06-30,WhatsApp,49576.95,2.38,2152,56.02,177,0.0251,88,75310.63,120555.04,0.0323
2025-07-01,Instagram,36478.52,3.48,4468,133.01,1432,0.057,96,100972.23,594288.68,0.0674
2025-07-02,Rádio,39346.1,3.71,4617,69.92,1229,0.0736,86,20444.48,322820.64,0.1374
2025-07-03,Rádio,49723.56,7.1,2412,101.41,2154,0.1348,74,76409.5,244600.92,0.0196
2025-07-04,Rádio,30471.32,7.71,2359,126.53,2679,0.0083,14,7335.43,298484.27,0.0827
2025-07-05,Instagram,15740.38,7.2,3249,185.56,2021,0.0861,13,61698.59,602884.44,0.018
2025-07-06,Instagram,41957.78,5.89,881,62.27,605,0.0982,54,12900.21,54859.87,0.0777
2025-07-07,WhatsApp,30917.05,4.89,2813,150.29,2821,0.0509,0,135062.22,422765.77,0.0266
2025-07-08,Facebook Ads,29269.17,5.67,1344,52.11,2750,0.0471,32,102556.74,70035.84,0.0745
2025-07-09,WhatsApp,13054.96,7.54,2516,144.49,2255,0.0761,69,119822.07,363536.84,0.1692
2025-07-10,TV,37938.55,2.37,1075,132.73,134,0.0321,55,72813.53,142684.75,0.1265
2025-07-11,Google Ads,4542.53,4.51,3591,171.78,371,0.0729,22,128525.17,616861.98,0.1396
2025-07-12,Rádio,46252.21,5.67,3525,129.75,2406,0.1159,53,131590.89,457368.75,0.1057
2025-07-13,Facebook Ads,16628.26,5.59,516,102.89,1603,0.1276,89,56738.64,53091.24,0.1853
2025-07-14,Google Ads,6824.85,2.39,314,86.41,333,0.0608,2,59643.96,27132.74,0.1128
2025-07-15,Facebook Ads,22397.14,4.9,4078,62.79,1967,0.0945,45,78694.9,256057.62,0.0298
2025-07-16,Outdoor,2602.26,6.47,1235,130.19,2231,0.005,5,11125.31,160784.65,0.1873
2025-07-17,WhatsApp,34389.0,4.06,3875,183.25,663,0.0848,24,149386.4,710093.75,0.0353
2025-07-18,Instagram,45183.92,6.45,1682,127.21,2746,0.1464,16,57081.28,213967.22,0.1998
2025-07-19,Rádio,41944.52,3.2,4623,160.87,1477,0.0503,27,73272.28,743702.01,0.0927
2025-07-20,WhatsApp,6804.79,7.54,832,94.77,1566,0.0912,31,114439.78,78848.64,0.024
2025-07-21,Google Ads,6750.42,4.5,2846,117.22,278,0.1155,92,48139.46,333608.12,0.1742
2025-07-22,Outdoor,40765.01,4.97,2363,98.69,1879,0.0933,22,34236.56,233204.47,0.0276
2025-07-23,Outdoor,46250.59,0.74,4608,66.39,1379,0.0657,15,23480.27,305925.12,0.0431
2025-07-24,Outdoor,23303.16,1.78,3904,112.55,1982,0.0271,95,81562.51,439395.2,0.0893
2025-07-25,Google Ads,25199.07,5.25,2527,164.64,168,0.0722,25,5797.25,416045.28,0.1385
2025-07-26,Google Ads,16253.97,3.65,331,109.25,2421,0.0477,32,107880.5,36161.75,0.033
2025-07-27,Google Ads,44766.12,4.31,4453,147.53,970,0.1059,57,71901.48,656951.09,0.1283
2025-07-28,Google Ads,32422.69,0.97,502,163.79,2256,0.0691,47,82114.31,82222.58,0.1583
2025-07-29,Outdoor,14768.45,6.76,4965,98.41,2336,0.1282,82,43164.67,488605.65,0.0335
2025-07-30,Outdoor,15289.75,6.38,164,169.63,2493,0.033,54,30846.69,27819.32,0.133
2025-07-31,Facebook Ads,44614.4,1.89,2337,100.84,369,0.0656,40,106498.5,235663.08,0.1922
2025-08-01,WhatsApp,1174.88,5.26,1049,88.42,2406,0.0858,61,35489.66,92752.58,0.1938
2025-08-02,Rádio,16474.97,6.64,272,83.37,2346,0.0233,16,118112.46,22676.64,0.0407
2025-08-03,Instagram,27940.66,5.31,2775,79.99,2635,0.0902,58,34532.52,221972.25,0.1543
2025-08-04,Outdoor,7836.76,2.83,1350,160.57,750,0.0472,13,93839.05,216769.5,0.1709
2025-08-05,Instagram,5058.89,5.42,3148,183.13,2491,0.0383,81,98361.45,576493.24,0.1789
2025-08-06,WhatsApp,40856.18,2.08,4105,84.6,2749,0.0256,20,78318.61,347283.0,0.0715
2025-08-07,WhatsApp,44773.02,2.89,737,62.79,1067,0.0557,62,149534.66,46276.23,0.0613
2025-08-08,Instagram,41268.52,2.3,1048,97.07,455,0.1397,45,59497.24,101729.36,0.0191
2025-08-09,Outdoor,44990.0,4.68,2360,148.68,1254,0.0095,54,133081.57,350884.8,0.0859
2025-08-10,Instagram,27879.04,1.31,1794,105.28,2118,0.1286,61,29538.09,188872.32,0.0336
2025-08-11,Facebook Ads,40706.78,7.5,4947,132.38,1748,0.0626,38,53895.58,654883.86,0.1594
2025-08-12,TV,19510.11,3.0,4857,161.65,1656,0.0864,41,26078.23,785134.05,0.0372
2025-08-13,Outdoor,33480.26,2.14,242,111.27,204,0.0794,47,92525.56,26927.34,0.1656
2025-08-14,Outdoor,49447.36,4.22,4681,199.95,1901,0.1392,27,97547.31,935965.95,0.0304
2025-08-15,Rádio,11673.52,2.58,1560,94.69,916,0.1167,83,70758.08,147716.4,0.1013
2025-08-16,Google Ads,19800.04,4.51,3987,196.74,608,0.1478,5,109423.35,784402.38,0.0831
2025-08-17,TV,24262.35,3.11,392,80.45,243,0.1202,58,130809.61,31536.4,0.1243
2025-08-18,WhatsApp,7331.77,1.49,1743,66.64,2496,0.0479,89,117601.1,116153.52,0.1086
