ID_Botijao,Data,Hora,Estoque_Atual,Total_Distribuido,Distribuicao_Diaria,Limite_Reposicao,Capacidade_Botijao,Taxa_Uso_Diario,Previsao_Esgotamento_Dias,Tipo_Cliente,Custo_Reposicao,Preco_Venda,Margem_Lucro,Rota_Entrega,Tempo_Entrega,Distancia_Percorrida,Tipo_Produto,Marca_Produto,Região_Atendimento,Canal_Venda,Programa_Fidelidade,Temperatura,Satisfacao_Cliente,Tempo_Espera,Metodo_Pagamento
F1636,2025-01-22,06:50,253,817,47,138,45kg,0.14,5.5,Residencial,98.55,108.54,12.75,Amapá-Rota-09,29,24.8,GLP Residencial,Fogás,Amapá,Revenda,86,33.2,5,12.3,Boleto
F7367,2025-01-22,20:17,247,579,57,269,190kg,0.33,6.6,Industrial,76.97,184.95,46.65,Amazonas-Rota-06,100,52.8,GLP Residencial,Fogás,Amazonas,Revenda,107,34.6,1,37.8,PIX
F3747,2025-01-22,21:26,477,350,26,191,190kg,0.35,8.5,Residencial,72.27,97.42,14.89,Amapá-Rota-02,39,48.2,GLP Granel,Fogás,Amapá,Venda Direta,412,31.8,2,17.9,PIX
F9180,2025-01-22,19:59,299,801,93,150,190kg,0.36,5.4,Comercial,133.95,149.26,30.1,Amazonas-Rota-01,46,71.8,GLP Comercial,Ultragaz,Amazonas,Revenda,325,31.9,3,17.3,PIX
F4208,2025-01-22,20:40,203,545,38,268,190kg,0.29,1.7,Comercial,137.97,95.92,12.27,Rondônia-Rota-08,77,61.6,GLP Granel,Fogás,Rondônia,Revenda,497,33.7,3,12.3,PIX
F9734,2025-01-22,18:35,183,226,58,124,13kg,0.28,1.5,Condomínio,139.74,129.71,43.78,Acre-Rota-05,34,24.1,GLP Granel,Fogás,Acre,Venda Direta,295,34.2,5,16.0,PIX
F1896,2025-01-22,16:52,391,667,96,211,20kg,0.21,1.8,Comercial,127.25,175.59,38.39,Amazonas-Rota-04,70,29.6,GLP Residencial,Fogás,Amazonas,Revenda,76,32.2,1,8.2,PIX
F6214,2025-01-22,09:18,406,451,32,123,190kg,0.18,3.6,Comercial,109.12,186.09,37.02,Amazonas-Rota-02,35,28.0,GLP Granel,Fogás,Amazonas,Revenda,816,33.8,3,29.7,Dinheiro
F5279,2025-01-22,20:32,94,317,50,226,13kg,0.51,3.1,Comercial,114.42,91.66,19.44,Amazonas-Rota-04,49,76.8,GLP Comercial,Fogás,Amazonas,Revenda,871,32.4,5,1.7,Cartão
F6963,2025-01-22,10:06,234,588,41,210,13kg,0.42,8.4,Residencial,112.18,108.59,43.99,Rondônia-Rota-09,41,98.5,GLP Industrial,Fogás,Rondônia,Revenda,682,35.3,3,44.1,Boleto
F6008,2025-01-22,12:59,281,638,69,135,20kg,0.15,4.6,Residencial,117.43,169.15,30.86,Amapá-Rota-09,115,46.4,GLP Residencial,Fogás,Amapá,Revenda,831,35.1,1,43.6,PIX
F1261,2025-01-22,17:43,146,663,62,201,13kg,0.13,1.1,Industrial,136.52,146.63,45.25,Roraima-Rota-03,93,40.1,GLP Industrial,Fogás,Roraima,E-commerce,742,32.9,4,42.4,Boleto
F1288,2025-01-22,08:51,307,568,39,100,190kg,0.16,5.3,Industrial,82.76,175.22,11.33,Amapá-Rota-08,36,20.9,GLP Residencial,Ultragaz,Amapá,Revenda,865,32.9,3,38.5,Cartão
F7488,2025-01-22,14:06,151,720,50,200,20kg,0.31,8.0,Residencial,142.33,137.54,19.36,Acre-Rota-08,22,39.6,GLP Comercial,Fogás,Acre,E-commerce,388,33.4,4,8.4,Boleto
F9328,2025-01-22,21:00,465,676,21,232,13kg,0.27,6.8,Residencial,102.85,116.69,48.39,Amazonas-Rota-09,111,44.9,GLP Comercial,Fogás,Amazonas,Venda Direta,233,32.3,4,36.5,Cartão
F8103,2025-01-22,19:59,317,623,43,158,45kg,0.33,3.5,Residencial,105.63,106.83,43.56,Amazonas-Rota-07,109,34.7,GLP Residencial,Fogás,Amazonas,Revenda,844,33.6,3,7.1,PIX
F3608,2025-01-22,10:17,95,942,29,106,13kg,0.53,4.9,Residencial,134.63,181.22,36.06,Acre-Rota-07,45,99.5,GLP Granel,Fogás,Acre,Revenda,768,34.1,1,17.6,Boleto
F6192,2025-01-22,16:03,424,635,28,222,45kg,0.19,1.8,Industrial,135.36,186.0,34.41,Amazonas-Rota-08,48,17.7,GLP Granel,Fogás,Amazonas,Venda Direta,129,33.2,5,38.1,PIX
F1486,2025-01-22,14:07,138,623,91,112,13kg,0.19,7.8,Comercial,133.05,135.3,42.54,Amapá-Rota-09,82,53.4,GLP Comercial,Ultragaz,Amapá,Venda Direta,700,35.5,3,46.6,Boleto
F2745,2025-01-22,06:28,473,387,57,200,20kg,0.47,9.7,Comercial,110.98,97.63,24.96,Acre-Rota-02,38,21.9,GLP Granel,Fogás,Acre,Venda Direta,821,33.7,2,4.8,Dinheiro
F8502,2025-01-22,06:24,414,875,54,273,20kg,0.29,4.2,Residencial,127.5,192.16,20.57,Amazonas-Rota-01,84,17.4,GLP Residencial,Fogás,Amazonas,Venda Direta,474,32.2,4,16.7,Cartão
F8302,2025-01-22,09:30,456,752,28,203,20kg,0.55,6.3,Comercial,124.66,136.51,16.25,Acre-Rota-09,61,20.6,GLP Comercial,Fogás,Acre,E-commerce,975,33.3,2,16.5,Cartão
F7976,2025-01-23,21:15,493,456,68,216,13kg,0.18,4.2,Comercial,139.84,136.39,27.5,Amazonas-Rota-07,50,14.2,GLP Comercial,Fogás,Amazonas,Revenda,280,22.2,2,45.4,Boleto
F9727,2025-01-23,08:44,139,485,64,165,190kg,0.26,2.6,Residencial,83.53,185.64,39.94,Rondônia-Rota-02,40,85.8,GLP Industrial,Fogás,Rondônia,Venda Direta,778,22.0,2,44.9,Dinheiro
F6636,2025-01-23,08:31,137,883,69,219,190kg,0.44,4.0,Residencial,79.62,109.91,32.86,Acre-Rota-01,27,31.4,GLP Granel,Fogás,Acre,Revenda,973,19.5,5,28.1,Boleto
F6807,2025-01-23,07:38,474,220,77,224,45kg,0.29,7.4,Residencial,109.59,161.39,43.67,Amazonas-Rota-03,75,64.0,GLP Comercial,Ultragaz,Amazonas,E-commerce,217,23.0,5,47.9,Dinheiro
F5160,2025-01-23,17:59,468,572,71,194,20kg,0.34,3.4,Comercial,90.0,171.55,41.79,Amapá-Rota-03,37,67.5,GLP Comercial,Fogás,Amapá,Venda Direta,331,23.3,3,24.1,Cartão
F8704,2025-01-23,18:52,264,549,55,135,45kg,0.36,3.5,Residencial,84.43,146.94,22.16,Roraima-Rota-06,109,55.8,GLP Granel,Fogás,Roraima,Revenda,639,20.3,5,9.4,Dinheiro
F8505,2025-01-23,09:17,324,685,68,295,190kg,0.47,2.5,Industrial,145.55,170.93,16.88,Amapá-Rota-07,20,8.2,GLP Comercial,Fogás,Amapá,Revenda,967,21.1,4,38.7,Cartão
F3184,2025-01-23,06:04,78,694,98,122,20kg,0.37,9.9,Condomínio,132.2,110.68,32.54,Amazonas-Rota-09,20,56.7,GLP Industrial,Fogás,Amazonas,Venda Direta,109,23.0,1,16.6,Boleto
F9323,2025-01-23,12:52,336,676,82,249,45kg,0.56,3.6,Condomínio,130.84,126.54,36.15,Amazonas-Rota-08,41,47.8,GLP Comercial,Fogás,Amazonas,E-commerce,26,22.4,5,35.1,Boleto
F2632,2025-01-23,12:41,325,508,20,221,20kg,0.47,3.9,Condomínio,105.32,161.76,26.23,Rondônia-Rota-03,86,25.3,GLP Comercial,Fogás,Rondônia,Revenda,395,22.3,1,37.9,PIX
F4671,2025-01-23,07:26,293,797,84,171,190kg,0.44,2.7,Residencial,149.08,197.61,29.77,Rondônia-Rota-09,69,53.1,GLP Residencial,Fogás,Rondônia,Revenda,887,21.7,4,35.4,Boleto
F1568,2025-01-23,08:07,175,231,84,112,190kg,0.11,2.2,Residencial,106.44,139.83,23.28,Amapá-Rota-01,65,22.5,GLP Granel,Fogás,Amapá,Venda Direta,148,23.2,2,36.2,Dinheiro
F1260,2025-01-23,09:41,128,690,95,198,13kg,0.21,9.3,Industrial,112.26,108.56,46.39,Amazonas-Rota-07,111,18.8,GLP Comercial,Fogás,Amazonas,Venda Direta,211,23.3,4,37.7,PIX
F8743,2025-01-23,19:40,386,619,27,106,45kg,0.15,3.4,Industrial,148.91,162.93,43.0,Acre-Rota-02,91,61.4,GLP Industrial,Fogás,Acre,Revenda,124,23.3,5,0.4,Dinheiro
F2782,2025-01-23,16:45,123,846,73,252,13kg,0.59,2.3,Comercial,116.72,189.59,12.07,Amapá-Rota-01,119,89.3,GLP Granel,Fogás,Amapá,Revenda,144,23.0,2,39.2,Cartão
F7960,2025-01-23,09:48,346,999,96,218,190kg,0.11,7.1,Residencial,143.41,122.74,19.15,Rondônia-Rota-09,63,20.6,GLP Granel,Fogás,Rondônia,Venda Direta,943,22.6,3,10.5,PIX
F2384,2025-01-23,13:26,402,345,55,255,190kg,0.19,8.9,Industrial,122.0,104.08,35.99,Acre-Rota-07,37,45.5,GLP Residencial,Fogás,Acre,E-commerce,535,20.0,1,22.7,Dinheiro
F5126,2025-01-23,17:39,144,203,79,266,13kg,0.42,4.4,Industrial,81.46,181.6,22.09,Acre-Rota-01,65,33.6,GLP Residencial,Fogás,Acre,Revenda,367,23.2,1,41.0,Cartão
F3243,2025-01-23,14:02,70,679,44,233,45kg,0.4,8.4,Condomínio,94.82,154.26,45.32,Acre-Rota-09,66,75.9,GLP Industrial,Fogás,Acre,Venda Direta,148,20.1,3,46.6,Cartão
F4203,2025-01-23,11:43,430,213,51,227,20kg,0.54,2.6,Condomínio,95.92,198.32,31.32,Amapá-Rota-01,52,74.0,GLP Residencial,Ultragaz,Amapá,Venda Direta,650,20.5,3,42.4,Boleto
F5604,2025-01-23,06:21,100,793,24,249,20kg,0.42,2.0,Residencial,142.0,135.94,23.43,Amazonas-Rota-06,33,70.7,GLP Granel,Fogás,Amazonas,Venda Direta,308,21.5,3,42.4,Dinheiro
F8664,2025-01-23,09:07,322,405,26,272,20kg,0.26,4.4,Residencial,108.49,158.5,18.44,Amazonas-Rota-09,63,34.1,GLP Residencial,Fogás,Amazonas,Venda Direta,903,20.5,5,39.6,Dinheiro
F3106,2025-01-23,08:27,176,681,55,161,190kg,0.29,8.3,Comercial,106.66,126.91,27.25,Acre-Rota-07,108,47.8,GLP Granel,Ultragaz,Acre,Revenda,711,20.3,4,21.6,PIX
F8711,2025-01-23,07:53,481,332,73,202,20kg,0.16,3.5,Residencial,132.76,121.47,31.81,Amapá-Rota-06,36,26.9,GLP Residencial,Fogás,Amapá,Revenda,826,22.6,5,6.0,PIX
F2940,2025-01-23,20:53,499,611,66,180,13kg,0.51,4.5,Condomínio,138.65,197.34,25.04,Amazonas-Rota-09,67,41.1,GLP Industrial,Fogás,Amazonas,Revenda,683,20.6,4,32.0,Boleto
F2978,2025-01-23,08:52,416,302,60,174,190kg,0.47,5.4,Comercial,105.22,111.71,39.25,Roraima-Rota-06,27,44.3,GLP Industrial,Fogás,Roraima,Revenda,841,22.8,3,13.6,Dinheiro
F2483,2025-01-23,20:48,479,932,38,125,20kg,0.4,6.4,Comercial,144.38,131.17,21.98,Rondônia-Rota-02,76,36.6,GLP Residencial,Fogás,Rondônia,Revenda,601,19.7,3,44.6,Boleto
F3382,2025-01-23,06:03,54,527,90,242,190kg,0.55,2.7,Residencial,95.85,193.27,25.89,Roraima-Rota-06,88,59.2,GLP Residencial,Fogás,Roraima,Revenda,815,20.3,3,14.4,Boleto
F3243,2025-01-23,17:23,329,746,28,100,13kg,0.57,8.2,Industrial,147.08,121.05,49.81,Acre-Rota-07,43,67.2,GLP Residencial,Fogás,Acre,Venda Direta,358,22.1,3,28.4,PIX
F5986,2025-01-23,06:13,288,771,73,259,45kg,0.51,1.2,Residencial,119.73,128.81,39.86,Rondônia-Rota-01,42,25.0,GLP Industrial,Fogás,Rondônia,Venda Direta,0,20.0,3,40.8,PIX
F3572,2025-01-23,14:33,232,853,41,242,190kg,0.38,2.4,Residencial,91.11,182.35,15.24,Roraima-Rota-09,107,57.6,GLP Residencial,Fogás,Roraima,Revenda,566,20.6,4,34.3,Cartão
F4051,2025-01-23,21:12,365,524,68,248,190kg,0.57,9.4,Residencial,111.51,121.51,49.57,Amazonas-Rota-02,35,23.6,GLP Industrial,Fogás,Amazonas,Revenda,566,21.8,2,46.3,Cartão
F8828,2025-01-23,20:44,467,674,64,202,190kg,0.31,2.1,Industrial,75.63,128.04,48.12,Amapá-Rota-06,17,37.7,GLP Granel,Ultragaz,Amapá,Revenda,346,23.0,2,21.9,PIX
F7945,2025-01-23,07:22,51,621,59,242,20kg,0.57,3.6,Condomínio,83.03,106.04,42.62,Amazonas-Rota-05,66,25.4,GLP Residencial,Fogás,Amazonas,Revenda,366,21.5,2,29.1,Boleto
F8705,2025-01-23,13:49,148,531,84,262,45kg,0.32,3.5,Residencial,141.92,179.92,43.72,Amazonas-Rota-05,80,31.4,GLP Residencial,Fogás,Amazonas,Revenda,282,20.1,2,40.1,Cartão
F2995,2025-01-24,06:12,168,419,66,257,20kg,0.17,6.7,Residencial,114.02,162.67,19.65,Rondônia-Rota-05,64,13.5,GLP Industrial,Fogás,Rondônia,Revenda,98,26.4,1,5.6,Dinheiro
F7255,2025-01-24,09:01,337,335,93,203,45kg,0.48,6.1,Residencial,134.46,141.51,40.27,Amazonas-Rota-01,72,71.0,GLP Granel,Ultragaz,Amazonas,Venda Direta,872,26.0,4,43.5,PIX
F7350,2025-01-24,21:48,496,608,33,295,45kg,0.43,2.0,Industrial,126.18,117.03,41.53,Amazonas-Rota-02,35,46.5,GLP Residencial,Ultragaz,Amazonas,E-commerce,367,25.4,5,25.7,Boleto
F8018,2025-01-24,09:04,80,350,63,213,45kg,0.24,6.8,Residencial,149.58,171.54,23.67,Amapá-Rota-07,103,9.4,GLP Industrial,Fogás,Amapá,Revenda,656,24.3,5,39.9,Boleto
F8223,2025-01-24,14:24,181,597,20,232,20kg,0.6,6.8,Condomínio,83.59,97.71,30.05,Amazonas-Rota-02,100,58.0,GLP Industrial,Fogás,Amazonas,Revenda,366,24.0,2,7.2,PIX
F7783,2025-01-24,09:08,179,633,20,113,45kg,0.54,3.8,Comercial,137.61,101.67,34.0,Rondônia-Rota-05,116,10.5,GLP Industrial,Fogás,Rondônia,Revenda,499,25.7,5,23.3,Cartão
F5974,2025-01-24,19:56,73,273,30,242,45kg,0.48,7.1,Residencial,111.89,150.61,36.59,Acre-Rota-04,68,71.6,GLP Comercial,Fogás,Acre,Revenda,973,24.2,2,14.6,Dinheiro
F7348,2025-01-24,15:06,318,544,72,142,190kg,0.51,1.4,Residencial,107.89,111.92,41.23,Amapá-Rota-04,41,69.8,GLP Industrial,Fogás,Amapá,Revenda,636,24.8,4,18.5,Cartão
F7625,2025-01-24,17:45,304,415,55,178,20kg,0.38,4.1,Industrial,119.71,109.67,41.45,Roraima-Rota-01,45,55.0,GLP Industrial,Fogás,Roraima,Venda Direta,632,25.7,4,13.4,Boleto
F6621,2025-01-24,13:42,84,469,69,195,190kg,0.48,6.1,Condomínio,90.95,187.6,30.8,Roraima-Rota-03,65,44.8,GLP Granel,Fogás,Roraima,Revenda,529,25.4,5,12.9,Dinheiro
F9943,2025-01-24,15:54,239,409,25,194,45kg,0.24,2.7,Condomínio,78.71,109.28,32.66,Amazonas-Rota-04,115,46.2,GLP Industrial,Fogás,Amazonas,E-commerce,558,25.8,5,8.8,Boleto
F8662,2025-01-24,11:27,284,698,73,232,20kg,0.55,6.6,Residencial,126.27,128.03,45.58,Amapá-Rota-03,77,22.4,GLP Industrial,Fogás,Amapá,Revenda,853,26.2,3,17.2,Dinheiro
F7491,2025-01-24,12:24,487,764,66,280,13kg,0.17,4.3,Residencial,102.78,92.25,22.28,Rondônia-Rota-08,119,17.2,GLP Residencial,Fogás,Rondônia,Revenda,363,25.6,4,14.4,Boleto
F1706,2025-01-24,15:26,248,719,41,275,13kg,0.28,4.1,Residencial,76.56,174.11,22.19,Amapá-Rota-03,42,84.6,GLP Industrial,Fogás,Amapá,Revenda,832,23.9,4,3.1,Dinheiro
F9303,2025-01-24,18:38,160,785,81,200,13kg,0.4,3.5,Residencial,119.71,156.61,38.8,Amazonas-Rota-06,69,25.0,GLP Comercial,Fogás,Amazonas,Venda Direta,944,26.2,4,34.4,Boleto
F3475,2025-01-24,20:17,272,965,37,239,45kg,0.25,7.4,Comercial,114.87,104.89,19.09,Amazonas-Rota-06,36,6.2,GLP Granel,Fogás,Amazonas,Revenda,202,26.8,5,44.2,Boleto
F5005,2025-01-24,20:18,54,856,84,179,20kg,0.28,8.6,Industrial,146.05,133.92,13.91,Rondônia-Rota-06,101,15.2,GLP Residencial,Fogás,Rondônia,Venda Direta,665,24.9,3,29.2,Cartão
F3529,2025-01-24,11:00,194,662,89,287,190kg,0.36,4.8,Residencial,142.55,119.84,12.54,Amazonas-Rota-03,34,77.1,GLP Industrial,Fogás,Amazonas,Venda Direta,342,25.6,1,3.4,Cartão
F1089,2025-01-24,15:05,413,792,69,167,190kg,0.27,4.1,Industrial,122.47,153.47,24.07,Amapá-Rota-05,40,27.5,GLP Residencial,Fogás,Amapá,Revenda,753,25.0,4,22.1,Boleto
F5274,2025-01-24,12:05,105,376,84,184,190kg,0.16,1.8,Condomínio,120.5,136.67,36.56,Rondônia-Rota-05,53,47.4,GLP Residencial,Fogás,Rondônia,Venda Direta,862,25.4,3,30.4,Cartão
F2590,2025-01-24,17:08,275,657,78,278,190kg,0.32,8.8,Industrial,89.92,164.53,27.23,Rondônia-Rota-03,30,51.6,GLP Granel,Fogás,Rondônia,Venda Direta,4,25.5,2,29.3,Boleto
F8722,2025-01-24,16:11,255,488,85,129,190kg,0.3,5.7,Industrial,85.24,108.0,18.83,Amapá-Rota-06,73,31.6,GLP Residencial,Fogás,Amapá,Revenda,649,23.7,4,23.4,Boleto
F4059,2025-01-24,12:37,254,500,63,193,45kg,0.47,7.5,Residencial,96.3,185.91,30.34,Amazonas-Rota-07,102,16.8,GLP Granel,Fogás,Amazonas,Revenda,654,27.1,2,36.2,PIX
F4831,2025-01-24,11:39,385,900,98,216,20kg,0.52,2.4,Industrial,97.87,129.99,46.17,Amazonas-Rota-06,65,9.3,GLP Industrial,Fogás,Amazonas,E-commerce,467,25.4,1,42.6,Cartão
F7762,2025-01-24,08:02,318,961,55,164,45kg,0.43,3.5,Residencial,120.09,188.09,33.98,Acre-Rota-09,92,83.3,GLP Residencial,Fogás,Acre,Revenda,761,23.4,3,31.7,Cartão
F7579,2025-01-24,14:29,308,453,79,170,190kg,0.1,8.7,Condomínio,123.32,134.87,18.43,Rondônia-Rota-01,26,12.6,GLP Industrial,Ultragaz,Rondônia,Venda Direta,61,26.1,4,3.9,Dinheiro
F5115,2025-01-24,15:25,367,688,43,262,13kg,0.11,4.2,Industrial,119.49,116.95,14.65,Roraima-Rota-07,118,61.4,GLP Residencial,Fogás,Roraima,Revenda,842,27.0,2,11.5,Boleto
F8032,2025-01-24,13:08,159,379,53,151,190kg,0.34,7.0,Residencial,78.5,180.06,25.16,Roraima-Rota-07,57,12.6,GLP Granel,Fogás,Roraima,Revenda,795,27.1,2,22.7,Boleto
F5285,2025-01-24,06:43,232,985,92,223,20kg,0.44,1.2,Industrial,128.95,126.44,23.8,Rondônia-Rota-03,89,68.6,GLP Granel,Fogás,Rondônia,Revenda,840,25.9,1,4.9,Boleto
F6552,2025-01-24,19:43,332,823,89,102,45kg,0.23,2.8,Comercial,74.46,142.44,17.85,Amapá-Rota-05,87,83.4,GLP Residencial,Fogás,Amapá,Revenda,398,24.6,2,25.1,Cartão
F7233,2025-01-24,16:47,199,547,87,212,190kg,0.32,7.1,Industrial,78.05,178.55,22.53,Roraima-Rota-08,60,12.1,GLP Comercial,Fogás,Roraima,E-commerce,180,25.2,1,31.8,Dinheiro
F3740,2025-01-24,15:00,344,658,83,275,45kg,0.46,7.6,Comercial,113.35,112.57,40.69,Rondônia-Rota-07,34,15.6,GLP Comercial,Fogás,Rondônia,Revenda,423,26.5,5,38.7,Cartão
F7328,2025-01-24,08:46,266,210,91,238,20kg,0.2,6.5,Residencial,132.02,180.84,46.85,Amapá-Rota-09,48,26.8,GLP Industrial,Fogás,Amapá,Venda Direta,719,23.9,4,3.0,Cartão
F8834,2025-01-24,16:21,233,258,75,201,45kg,0.19,4.6,Residencial,115.21,100.35,44.74,Amazonas-Rota-01,110,33.5,GLP Comercial,Fogás,Amazonas,Revenda,684,23.7,4,44.9,PIX
F5063,2025-01-24,11:56,360,454,91,136,20kg,0.15,9.5,Residencial,83.52,119.53,24.36,Amapá-Rota-04,96,59.6,GLP Granel,Fogás,Amapá,Venda Direta,523,24.0,4,4.1,Cartão
F1928,2025-01-24,08:21,137,788,87,218,45kg,0.31,2.9,Residencial,140.23,189.33,32.69,Roraima-Rota-03,77,35.1,GLP Granel,Fogás,Roraima,Revenda,740,27.1,3,28.3,Dinheiro
F1167,2025-01-24,20:26,270,499,42,150,190kg,0.16,2.9,Comercial,111.78,180.51,22.16,Acre-Rota-07,117,75.8,GLP Comercial,Fogás,Acre,E-commerce,646,24.0,5,7.9,Boleto
F7397,2025-01-25,18:48,479,896,41,112,45kg,0.3,3.9,Industrial,147.62,98.71,10.08,Rondônia-Rota-09,79,7.3,GLP Residencial,Fogás,Rondônia,E-commerce,300,26.1,5,3.0,Dinheiro
F3538,2025-01-25,18:10,340,722,43,247,45kg,0.59,4.5,Residencial,81.91,132.07,26.9,Amazonas-Rota-01,81,70.5,GLP Industrial,Fogás,Amazonas,Revenda,717,28.1,3,13.3,Dinheiro
F1901,2025-01-25,15:29,191,845,50,165,190kg,0.14,9.4,Residencial,112.34,186.42,12.5,Amapá-Rota-04,93,17.7,GLP Residencial,Fogás,Amapá,Revenda,66,27.4,1,28.7,Cartão
F9313,2025-01-25,15:54,191,864,46,114,190kg,0.3,3.0,Residencial,83.4,98.2,31.08,Roraima-Rota-06,114,39.2,GLP Residencial,Fogás,Roraima,Revenda,949,27.9,5,11.6,Boleto
F7801,2025-01-25,20:23,479,612,68,180,20kg,0.23,4.8,Industrial,115.04,120.75,15.24,Rondônia-Rota-07,108,72.1,GLP Granel,Fogás,Rondônia,Revenda,229,25.4,1,3.7,PIX
F3811,2025-01-25,10:43,473,620,90,179,20kg,0.5,8.3,Residencial,106.79,179.01,14.51,Roraima-Rota-09,100,90.1,GLP Industrial,Fogás,Roraima,Venda Direta,731,28.3,3,44.6,Cartão
F8744,2025-01-25,17:46,168,680,48,128,20kg,0.4,3.6,Condomínio,127.8,95.44,44.11,Roraima-Rota-08,25,52.0,GLP Comercial,Fogás,Roraima,E-commerce,216,25.8,5,37.9,Dinheiro
F8931,2025-01-25,06:19,262,315,52,133,13kg,0.55,1.7,Residencial,138.15,189.09,30.76,Rondônia-Rota-09,43,19.2,GLP Industrial,Fogás,Rondônia,Venda Direta,547,27.4,5,46.3,Dinheiro
F1762,2025-01-25,19:49,300,275,47,268,20kg,0.49,1.7,Residencial,85.19,149.39,10.31,Amazonas-Rota-03,82,85.0,GLP Granel,Fogás,Amazonas,Revenda,372,27.7,1,31.1,Dinheiro
F6892,2025-01-25,11:11,240,425,37,180,13kg,0.22,6.9,Condomínio,81.64,193.39,42.81,Acre-Rota-04,75,43.8,GLP Granel,Fogás,Acre,Revenda,582,27.9,3,11.3,Boleto
F7281,2025-01-25,06:29,415,403,87,251,13kg,0.19,6.4,Residencial,132.45,166.67,19.77,Amapá-Rota-01,17,19.7,GLP Granel,Fogás,Amapá,Revenda,116,26.2,4,46.3,Dinheiro
F6643,2025-01-25,21:55,55,298,25,247,20kg,0.41,3.1,Industrial,75.83,128.05,42.33,Amazonas-Rota-03,33,61.9,GLP Granel,Fogás,Amazonas,Revenda,890,26.5,5,9.5,Boleto
F2816,2025-01-25,06:28,210,547,88,115,190kg,0.57,1.3,Comercial,134.83,149.35,20.95,Amazonas-Rota-03,20,38.9,GLP Comercial,Fogás,Amazonas,Revenda,715,28.8,1,32.5,PIX
F1290,2025-01-25,12:44,279,883,79,162,190kg,0.6,3.7,Residencial,112.37,100.39,24.59,Acre-Rota-07,38,74.5,GLP Industrial,Fogás,Acre,Revenda,404,25.3,1,30.0,Boleto
F4849,2025-01-25,06:51,469,795,88,243,45kg,0.17,8.0,Residencial,116.02,160.85,23.99,Roraima-Rota-01,109,94.6,GLP Comercial,Fogás,Roraima,Venda Direta,909,28.3,3,40.1,Boleto
F1606,2025-01-25,21:25,430,501,48,263,13kg,0.3,5.9,Residencial,127.12,181.37,21.09,Acre-Rota-03,58,93.2,GLP Residencial,Fogás,Acre,Venda Direta,555,26.4,2,46.7,Cartão
F4570,2025-01-25,20:45,333,307,73,230,190kg,0.4,5.7,Residencial,144.89,175.7,30.7,Rondônia-Rota-01,32,14.3,GLP Residencial,Ultragaz,Rondônia,Revenda,92,28.9,3,31.9,Dinheiro
F2246,2025-01-25,15:06,313,325,32,242,20kg,0.31,9.5,Residencial,89.27,137.12,48.3,Amazonas-Rota-02,77,93.9,GLP Comercial,Fogás,Amazonas,Venda Direta,525,27.8,5,43.1,Dinheiro
F1028,2025-01-25,12:53,127,562,30,236,190kg,0.52,8.1,Comercial,126.32,145.1,49.84,Roraima-Rota-03,18,88.7,GLP Granel,Fogás,Roraima,Revenda,342,27.3,4,38.4,Boleto
F5562,2025-01-25,13:38,492,744,45,187,13kg,0.19,4.8,Condomínio,103.22,122.39,48.0,Roraima-Rota-01,46,51.2,GLP Residencial,Fogás,Roraima,Revenda,737,25.3,2,9.5,Cartão
F8135,2025-01-25,13:29,265,832,53,172,13kg,0.25,5.0,Residencial,123.68,120.11,15.6,Acre-Rota-03,86,60.1,GLP Industrial,Fogás,Acre,Revenda,10,26.8,5,3.5,Cartão
F7623,2025-01-25,08:52,387,990,83,123,45kg,0.53,6.4,Residencial,133.47,179.87,15.78,Amazonas-Rota-06,15,12.4,GLP Granel,Fogás,Amazonas,Venda Direta,78,27.3,3,24.5,Cartão
F4552,2025-01-25,06:31,362,498,90,138,190kg,0.59,1.3,Residencial,70.81,120.37,14.55,Acre-Rota-02,105,37.4,GLP Residencial,Fogás,Acre,Venda Direta,594,27.4,1,41.6,PIX
F8577,2025-01-25,18:33,190,338,76,283,13kg,0.33,2.1,Comercial,128.29,106.41,13.97,Acre-Rota-06,82,14.5,GLP Residencial,Fogás,Acre,Revenda,160,28.5,1,4.3,PIX
F4846,2025-01-25,14:27,430,720,93,293,45kg,0.31,8.5,Industrial,75.51,198.36,30.38,Roraima-Rota-05,72,95.0,GLP Industrial,Fogás,Roraima,Revenda,338,28.0,5,35.1,PIX
F7026,2025-01-25,12:28,310,621,84,128,190kg,0.17,3.4,Residencial,129.12,171.34,24.47,Rondônia-Rota-04,20,55.8,GLP Comercial,Fogás,Rondônia,Revenda,104,28.9,5,35.9,Boleto
F9255,2025-01-25,10:08,156,845,72,254,13kg,0.41,1.9,Residencial,94.99,186.41,11.81,Rondônia-Rota-08,116,35.3,GLP Granel,Ultragaz,Rondônia,Revenda,979,26.0,3,45.9,Boleto
F4413,2025-01-25,18:03,426,367,67,200,13kg,0.22,6.3,Residencial,140.68,124.65,23.01,Roraima-Rota-06,19,58.2,GLP Residencial,Fogás,Roraima,Venda Direta,606,26.5,2,8.4,PIX
F9457,2025-01-25,21:07,187,629,47,218,20kg,0.44,8.6,Industrial,110.3,142.09,11.24,Amazonas-Rota-07,70,99.3,GLP Residencial,Fogás,Amazonas,Revenda,140,26.3,2,11.5,PIX
F1936,2025-01-25,12:40,54,920,20,263,13kg,0.45,2.2,Comercial,90.63,135.99,26.39,Rondônia-Rota-02,69,80.7,GLP Comercial,Fogás,Rondônia,Revenda,919,27.8,3,13.9,Cartão
